,fgsm_diff,opt_diff,optu_diff,advGAN_diff,advGANU_diff
173,0.3231127,0.31745964,1.8487566,0.27237868,0.2961636
174,0.11616786,0.35679832,2.2481523,0.31113344,0.44428605
175,0.48049372,0.3115024,1.7897063,0.30487794,0.2697417
176,0.17389074,0.35622865,1.9707618,0.31091756,0.3058265
177,0.32949692,0.35949296,1.960845,0.27756536,0.2908962
178,0.5320616,0.31982908,1.7457523,0.27192727,0.2201015
179,0.18918422,0.34808853,1.1918173,0.34681407,0.1489414
180,0.307123,0.35888565,1.8076309,0.28193682,0.23910306
181,0.3824871,0.3401672,1.6442634,0.3028461,0.21995103
182,0.46316066,0.31578293,1.2941258,0.36387554,0.21033242
183,0.22582744,0.3099591,1.9011892,0.30693632,0.28511816
184,0.13804184,0.31913882,1.7332548,0.27451798,0.34893167
185,0.6487123,0.33767387,1.3581561,0.3957996,0.3651689
186,0.94368213,0.5834821,1.6634163,0.48734778,0.3258446
187,0.21657643,0.42693117,1.9284616,0.21895999,0.23794699
188,0.20209995,0.31071,1.5797923,0.27476126,0.31889403
189,0.18210566,0.34819967,1.9051956,0.29819354,0.3334439
190,0.61033565,0.37808535,1.7885313,0.3485116,0.22714671
191,0.25791055,0.3006695,2.4051642,0.48313814,0.010859758
192,0.4067796,0.32644737,1.8537158,0.27330512,0.3113684
193,0.14122373,0.3104661,1.7396572,0.31808496,0.18001759
194,0.17678493,0.3080405,1.960219,0.2569915,0.25118083
195,0.18339461,0.335406,1.5847734,0.24959207,0.3676111
196,0.11762369,0.40119773,2.0442388,0.22802976,0.44510704
197,0.28199804,0.37190074,1.986793,0.29660392,0.29301244
198,2.4466276,0.38099217,1.0732074,0.21193242,0.007761359
199,1.090736,0.34067097,1.6174203,0.45131794,0.34449258
200,0.71085656,0.3329808,1.6549886,0.2553862,0.31741014
201,0.23414214,0.33170426,1.9769123,0.31039345,0.33482558
202,0.19617778,0.35564727,1.9066652,0.27903157,0.3469648
203,0.10746023,0.32137012,2.0200598,0.296435,0.31609905
204,0.24906608,0.31111383,1.945123,0.2795053,0.25921443
205,0.25177732,0.33228648,1.9797865,0.28531888,0.33225715
206,0.38804343,0.312398,1.4194707,0.29983857,0.29027894
207,0.5414349,0.43320018,1.8876513,0.28046322,0.30746013
208,0.48180348,0.4522043,1.9035014,0.31106353,0.3105964
209,0.04646182,0.30114147,2.0171413,0.31824815,0.26969144
210,0.14545353,0.3411144,1.933076,0.2648325,0.3273247
211,0.041121244,0.40782687,1.9836526,0.33711454,0.3009422
212,0.2374851,0.33043057,1.895601,0.3335743,0.29543036
213,0.50764686,0.36432773,1.7222593,0.2816657,0.32789975
214,0.020909399,0.3256215,1.936252,0.28628802,0.29389113
215,0.17602259,0.3274258,1.9872826,0.3400097,0.29446095
216,0.18757379,0.30050734,1.1465509,0.36012974,0.27241138
217,0.61743784,0.5914161,1.9167107,0.4264246,0.45603284
218,0.0009803921,0.30133325,1.4024614,0.05193019,0.03243427
219,0.33849567,0.3097294,1.8396441,0.28686816,0.24191414
220,0.1215436,0.35236174,1.9726684,0.30750436,0.2920605
221,0.3579303,0.33811623,1.765619,0.3128333,0.33490664
222,0.12582302,0.32462347,1.8570575,0.44320887,0.30102468
223,0.16927049,0.30603793,1.8900406,0.28250402,0.35107765
224,0.17009388,0.33180052,2.0989473,0.30323648,0.34477884
225,0.037631944,0.32113826,1.8575411,0.2949096,0.25802976
226,1.07047,0.53730786,1.0485837,0.06715822,0.029884577
227,0.6924882,0.41406825,1.3182392,0.086315066,0.47333696
228,0.3468497,0.30077735,1.3018074,0.29970744,0.22853279
229,0.32666704,0.32055086,2.1593935,0.3538197,0.47243106
230,0.45293742,0.3225654,1.6646671,0.28376117,0.25851426
231,0.17750779,0.34375262,1.9624937,0.27559328,0.27416012
232,0.3609039,0.3358023,1.9534023,0.28814703,0.2909883
233,0.3136907,0.3012505,1.1122319,0.24641028,0.1837931
234,0.23308179,0.31302977,1.8236655,0.34094554,0.30165622
235,0.1677109,0.3079195,1.6508421,0.3158994,0.32913858
236,0.15539035,0.21536145,2.0140395,0.3337474,0.22435781
237,0.26747918,0.45255095,1.6315261,0.13824539,0.2568617
238,0.19464606,0.32607114,1.6142132,0.19081765,0.28616154
239,0.20490716,0.3185665,1.9155166,0.27429676,0.3631788
240,0.25680277,0.36141655,1.9879544,0.30809277,0.25709036
241,1.2545798,0.81904685,2.062492,0.0012680292,0.49377322
242,0.60028887,0.30885392,1.2692788,0.3370135,0.21752268
243,0.31990135,0.3290587,1.7466651,0.24146514,0.33953875
244,0.17820023,0.37468332,1.8498459,0.38650805,0.37834883
245,0.044282123,0.3081197,1.8595601,0.3059746,0.32869768
246,0.17398028,0.33021832,1.932215,0.29425907,0.36698008
247,0.2885906,0.34622514,2.4306915,0.21079305,0.19286203
248,0.21452266,0.34517878,1.8217118,0.27644944,0.31206065
249,0.1926891,0.33640873,1.8942343,0.33726442,0.3181668
250,0.26614678,0.34570462,1.5106015,0.27535424,0.24175233
251,0.476166,0.30299026,1.8849314,0.31588328,0.28914398
252,0.25325516,0.3139433,1.3326942,0.26193067,0.23046264
253,0.0051570833,0.31670308,1.9637398,0.28148472,0.28991467
254,0.0419873,0.31844962,1.9662532,0.3145842,0.29716736
255,0.15696865,0.30232626,1.7858666,0.27791926,0.32891655
256,0.52482516,0.3512904,1.6204289,0.30685824,0.26338202
257,1.7707533,0.595773,0.91457164,0.32591283,0.28623855
258,0.13599494,0.33150274,1.0127137,0.13948372,0.13242212
259,0.34619763,0.33217034,1.7311368,0.28394377,0.32208517
260,0.2987203,0.3527673,1.9184332,0.31374842,0.2883988
261,0.2657703,0.39173084,1.6094999,0.25601938,0.38471103
262,0.3905216,0.35739446,1.6730571,0.24661796,0.2911654
263,0.47582385,0.33894458,2.431211,0.38657004,0.5180588
264,0.31869593,0.31339267,1.3653806,0.44942954,0.2507693
265,0.33911994,0.40387347,1.2260802,0.22441342,0.23989645
266,0.04586287,0.3062621,1.8251047,0.3239022,0.3135612
267,0.44910893,0.3134022,1.8503551,0.2671309,0.36877647
268,0.16776635,0.3042466,1.7685246,0.26878726,0.34617585
269,2.127184,0.4547459,1.6864911,0.34716192,0.3102679
270,0.11187957,0.31986815,1.8593428,0.31576598,0.3084287
271,0.23749954,0.33666703,2.0233362,0.26245782,0.2852258
272,0.47575638,0.3426846,1.6510999,0.24592182,0.2215752
273,0.12153466,0.32438666,1.994303,0.28643465,0.27491087
274,0.5189677,0.32138473,1.92462,0.37186897,0.29318434
275,0.39971232,0.36181146,1.641283,0.252375,0.2908842
276,0.21658467,0.30036408,1.5001101,0.19989909,0.1796767
277,0.008166753,0.30693918,2.0416353,0.3221872,0.3074289
278,0.6269495,0.322097,1.1014776,0.30061227,0.059574753
279,0.31187832,0.33504605,1.8132142,0.28559786,0.30911654
280,0.38240492,0.3424754,1.8608605,0.31447482,0.3067929
281,0.21098295,0.31539586,1.9926071,0.29069355,0.28752533
282,0.6036418,0.36308613,1.9737573,0.29573748,0.30457014
283,0.41129327,0.57568324,2.1163352,0.3102978,0.46473372
284,0.31558633,0.32175988,2.2576954,0.31955317,0.114976555
285,0.18094702,0.3402846,1.9956526,0.31021178,0.3342235
286,0.32955074,0.3176369,1.9037755,0.24966782,0.28423297
287,0.28029335,0.32666248,1.7496171,0.29485816,0.31711942
288,0.9400436,0.44707566,1.6541562,0.39903587,0.27649972
289,0.77155286,0.4637152,2.0252771,0.31553704,0.4405613
290,0.27036604,0.34878698,1.9683857,0.3008856,0.35541832
291,0.71936345,0.3274933,1.4925836,0.3332579,0.2817242
292,0.18496254,0.56166863,1.9923576,0.275865,0.29226506
293,0.34716624,0.37044364,1.7737538,0.30981308,0.28477344
294,0.23983547,0.31473675,1.7440199,0.25582844,0.2398096
295,0.54986984,0.3838603,1.7301903,0.112008154,0.3412245
296,0.14823602,0.31911737,2.20774,0.28157562,0.4255827
297,0.2002908,0.3280295,1.7822248,0.34170425,0.3043475
298,0.17324328,0.31437322,1.960535,0.33711913,0.28234294
299,0.4129662,0.5662558,2.2653556,0.33356342,0.5349494
300,0.2558104,0.32061666,2.555009,0.51509094,0.3928891
301,0.46568274,0.42066646,1.8410814,0.30661857,0.31710693
302,0.20088367,0.4225757,2.19256,0.27945173,0.34910733
303,0.27412874,0.34411323,1.9925336,0.28569794,0.31424755
304,0.106962785,0.346366,2.0261755,0.24835919,0.30125082
305,0.5377706,0.37582508,1.4253844,0.45757356,0.3405737
306,0.079572886,0.42042875,2.0596552,0.3022449,0.14108968
307,0.19275856,0.35170028,1.9399425,0.29575184,0.29661772
308,1.514977,0.44433594,1.5418268,0.3160751,0.2147167
309,0.17311837,0.3251246,1.812048,0.19627394,0.27063474
310,0.322106,0.32506967,1.428818,0.28918934,0.18766639
311,0.13087359,0.3303371,1.9625146,0.26840568,0.35212034
312,0.2243062,0.33122987,1.8821144,0.13167474,0.3266644
313,0.3983592,0.33007416,1.8516366,0.28334764,0.3472753
314,0.17310753,0.30076146,2.308771,0.31627026,0.41361728
315,0.055311292,0.3130351,1.9427154,0.33536568,0.28411254
316,0.24239397,0.3414356,1.9751672,0.30860162,0.25632888
317,0.088896886,0.34878242,1.9567968,0.31467986,0.2878809
318,0.3039026,0.3849404,1.1583164,0.22435749,0.28684175
319,0.29256773,0.30899453,1.9879425,0.29860604,0.3131107
320,0.18327686,0.3025215,1.9706893,0.30412397,0.28229323
321,0.49322623,0.40942866,1.7979771,0.3080852,0.27294117
322,0.060197398,0.36019856,2.0050046,0.30002764,0.30846325
323,0.21396548,0.3063453,2.0085533,0.28631818,0.28923348
324,0.2527794,0.3046403,1.5738991,0.2520059,0.18172738
325,0.99221265,0.30858988,1.7670368,0.3486516,0.40746173
326,1.6972772,0.44279337,1.2858548,0.21749854,0.17398429
327,0.17867368,0.33065784,1.892723,0.27954835,0.281639
328,0.08236527,0.3812748,1.7921568,0.2816905,0.28315827
329,0.19870137,0.30995262,2.0055294,0.2685662,0.33148992
330,0.21669206,0.33542377,1.8917092,0.2629059,0.3187613
331,0.09970091,0.30575037,1.9966046,0.2768284,0.30258292
332,0.1629368,0.3163277,1.8512733,0.18595794,0.3027029
333,1.2795517,0.5746946,1.6960444,0.35064083,0.38729155
334,0.9799253,0.4097303,1.7721539,0.41814777,0.28199255
335,0.2588694,0.309058,1.7760139,0.289756,0.3705613
336,0.21275908,0.31975174,2.2584686,0.29973996,0.36753997
337,0.036923826,0.32553256,2.0017421,0.33344227,0.28247687
338,0.18756004,0.33604068,2.1068077,0.28891414,0.3394764
339,0.52581227,0.38075122,1.8967792,0.28690153,0.296314
340,0.21814936,0.3153396,1.0395154,0.31904402,0.11897832
341,0.4024163,0.32673883,1.8975631,0.28121972,0.31993598
342,0.033386365,0.3010708,1.9910784,0.30917495,0.3040108
343,0.15638934,0.3212561,2.1319711,0.26646549,0.31597173
344,0.37121308,0.33438748,1.907887,0.305938,0.3024704
345,0.15163411,0.30463535,1.6752748,0.29229897,0.30059654
346,0.22082277,0.32192457,1.8337896,0.12697226,0.30346456
347,0.12262009,0.32922333,1.8972673,0.29494843,0.32450762
348,0.5817155,0.38307208,1.3436155,0.3605345,0.20888987
349,0.15555292,0.3153739,1.7869921,0.24747331,0.32799077
350,0.18667807,0.3474105,2.0282254,0.3405912,0.33960134
351,0.037995808,0.31409472,1.9942517,0.30134937,0.26454183
352,0.2158969,0.32895923,1.9407293,0.3034776,0.32903638
353,0.29308248,0.32765937,1.3907955,0.3017524,0.23214288
354,0.64207494,0.35384908,2.957757,0.15490592,0.008108616
355,0.16327427,0.31393385,1.9528017,0.28629488,0.29004115
356,2.7203083,0.46676242,1.274746,0.2520132,0.14714885
357,0.23299304,0.3140804,1.8169742,0.29638267,0.28906032
358,0.14848378,0.30089647,1.9158717,0.31619653,0.34432903
359,0.29233596,0.3273439,1.971512,0.26006255,0.3529523
360,1.4305154,0.46208954,0.8289039,0.5245223,0.1159426
361,0.22970632,0.30237886,1.5692337,0.3117474,0.24345979
362,0.071285345,0.30616778,2.06068,0.3448522,0.32967854
363,0.28758362,0.37259534,1.9176905,0.30689153,0.29972935
364,0.355947,0.31078348,1.9197334,0.28078765,0.28602198
365,0.34434167,0.3292459,1.636173,0.32544616,0.21292494
366,0.35038832,0.3813112,1.6149119,0.19213754,0.21009463
367,0.26643786,0.3013396,1.8771573,0.303556,0.33903667
368,0.5016912,0.34775266,1.6053292,0.33033118,0.18600208
369,0.1323768,0.3083294,2.3080842,0.4461935,0.42060384
370,0.12583357,0.3102957,1.813859,0.24938816,0.3507135
371,0.27717635,0.3967968,1.3166537,0.35687193,0.27422437
372,0.10423936,0.32487658,1.8311019,0.28583091,0.34789732
373,0.1703753,0.3066731,1.9106342,0.29174155,0.2945993
374,0.40024492,0.32445565,1.6422801,0.3663173,0.31097853
375,0.04249856,0.32511023,1.9787194,0.31955773,0.3110792
376,0.066853136,0.3454085,1.9117548,0.31889015,0.26685762
377,0.33655035,0.31962648,1.659343,0.18292102,0.21483815
378,0.31561932,0.3249609,1.5494354,0.2529147,0.2093268
379,0.06310043,0.3233121,1.5682368,0.28778878,0.25986922
380,1.8784894,0.48128247,0.99328876,0.4543203,0.16462612
381,0.14924897,0.36043373,2.019559,0.2892566,0.31578657
382,2.990207,0.3771163,1.3863502,0.41129538,0.25327858
383,0.057723686,0.3158636,1.9838698,0.3071223,0.32611567
384,0.22386466,0.30723244,1.9271708,0.27021718,0.29554433
385,0.040554047,0.33377463,1.9356033,0.28789055,0.30421358
386,0.80698067,0.45872408,1.9345163,0.31713587,0.36064094
387,0.106506445,0.32850888,1.7621844,0.29948387,0.26688448
388,0.5066749,0.36835355,1.4948109,0.21752232,0.23728552
389,0.055792153,0.3656729,2.0015826,0.32686025,0.31578517
390,0.1337378,0.3728744,1.338218,0.27996126,0.22462311
391,0.34165722,0.34696922,1.971539,0.29480433,0.31774876
392,0.022912547,0.3598635,1.522438,0.1957539,0.17282933
393,0.15961432,0.33034164,1.5275363,0.356091,0.2356272
394,0.36932382,0.32958338,1.7856636,0.2963026,0.2946629
395,0.93719757,0.42107952,1.713846,0.20636606,0.28834194
396,0.032505043,0.34004217,1.9171991,0.33892354,0.28284764
397,0.054914072,0.30033118,1.9444145,0.2947504,0.3051962
398,0.06835315,0.3323376,1.9455802,0.2641736,0.31457484
399,0.30045134,0.3201645,1.8763294,0.276963,0.33452988
400,0.16289142,0.3425008,1.7468616,0.3059999,0.2795162
401,0.19026473,0.30510372,1.9950062,0.31485537,0.29876468
402,0.537103,0.3355347,2.5362442,0.30802068,0.5237358
403,0.22125265,0.3003948,2.2924411,0.36890003,0.3680598
404,0.2165523,0.33810395,1.9832262,0.31529194,0.34739715
405,0.27787295,0.31978372,2.488575,0.26801562,0.5234267
406,0.018081382,0.3496604,1.7029889,0.2294782,0.23388277
407,0.5929209,0.38973734,1.4820956,0.38824567,0.21693021
408,0.12824284,0.3138888,1.8869846,0.2986768,0.28924745
409,0.36502686,0.3169368,1.9321446,0.38277814,0.28494278
410,0.25086087,0.32153475,1.7469194,0.32879514,0.3206234
411,0.5813326,0.3788112,1.9944427,0.3119628,0.33686256
412,1.4105397,0.59027416,1.934502,0.25168705,0.24218442
413,0.57106996,0.41880378,2.230917,0.3530126,0.6743796
414,2.6718285,0.44149098,1.2574129,0.51920843,0.3583525
415,0.13066679,0.3279635,1.4422216,0.3362881,0.17188191
416,0.2911843,0.32782516,1.639999,0.24964124,0.22180295
417,0.57280517,0.43175548,1.8437248,0.3320961,0.29344875
418,0.45901063,0.30353346,1.8614326,0.3098599,0.30118358
419,0.57824653,0.30402339,1.5137277,0.2983866,0.2021223
420,0.12573922,0.31349617,1.4361714,0.24928899,0.21040367
421,0.22951733,0.3424731,1.8299533,0.34346604,0.27046257
422,0.24337256,0.31436983,1.8981358,0.36427647,0.32501116
423,0.029673025,0.3322553,1.5662513,0.13088588,0.14916006
424,0.21556082,0.3412058,1.9545108,0.27438468,0.3271731
425,0.7036966,0.435039,1.1482664,0.3400502,0.28400967
426,0.29193538,0.40005696,1.6829101,0.27092344,0.28413653
427,0.22988951,0.331159,1.8613918,0.2630273,0.31856507
428,0.659268,0.49748385,1.6549976,0.27987084,0.32336077
429,0.46078458,0.3657634,2.0211458,0.25249693,0.08020434
430,0.12272221,0.32463816,1.8621137,0.29614702,0.22765645
431,0.24735609,0.33156148,1.3089868,0.2372537,0.10193062
432,0.21080455,0.34410492,1.9951873,0.21403497,0.2787925
433,0.32395142,0.35961002,1.7983363,0.31878507,0.31650716
434,0.13408718,0.46539667,2.1243424,0.18226406,0.462412
435,0.18528782,0.31186813,1.7039212,0.31851637,0.2915035
436,0.1625447,0.30937162,1.8015506,0.23659426,0.0276317
