,fgsm_diff,opt_diff,optu_diff,advGAN_diff,advGANU_diff
1363,0.53568065,0.3296796,1.9627042,0.26508814,0.36243448
1364,0.4958516,0.43795377,1.8479902,0.33943376,0.6067685
1365,0.3924767,0.46108404,1.8359063,0.33609855,0.35662487
1366,0.8700887,0.49181038,1.90805,0.30295652,0.30225247
1367,0.044526845,0.33526674,1.9902776,0.32709596,0.27626118
1368,0.38840586,0.30687892,1.903236,0.28460002,0.39688087
1369,0.5506182,0.37042403,1.862274,0.36406714,0.35690907
1370,0.39968932,0.37603855,2.0139854,0.27529886,0.39609075
1371,0.5062571,0.4167711,1.8665155,0.37571597,0.3047586
1372,0.04496865,0.32019228,2.0201557,0.31129014,0.26818573
1373,0.28462172,0.3575036,1.9922307,0.31953686,0.29818386
1374,0.045172065,0.3634141,0.99085706,0.29824662,0.05207406
1375,0.5382075,0.34074706,1.9999245,0.30863768,0.3036219
1376,0.47771654,0.31168458,1.6612614,0.3060298,0.32421827
1377,0.15326685,0.3147406,2.0239987,0.36398476,0.4522401
1378,0.13963018,0.3193286,1.7019271,0.2963081,0.2933153
1379,0.2921829,0.33999676,1.7761683,0.2853694,0.37921423
1380,0.15484919,0.300381,1.7686583,0.28305995,0.33141667
1381,0.32932317,0.42482036,2.017307,0.30936563,0.3021192
1382,0.4940929,0.33813617,1.5246518,0.23676026,0.35666284
1383,0.094369575,0.31735545,2.2273624,0.34492275,0.20732975
1384,0.14891435,0.3171243,1.8633771,0.24903834,0.24138911
1385,0.13602096,0.30213058,2.0245779,0.2792738,0.30856127
1386,0.22429095,0.32108384,1.7436917,0.3099652,0.30649358
1387,0.40367907,0.38601214,1.8684745,0.29625282,0.24377957
1388,0.4443586,0.3710536,1.7165717,0.28417727,0.24744406
1389,0.18850254,0.3302999,1.6897322,0.28544483,0.27573428
1390,0.38359502,0.3166577,1.5255392,0.2817224,0.27251866
1391,0.44317222,0.36349273,1.426202,0.27212888,0.27444857
1392,0.41696233,0.31541318,2.3356612,0.36450005,0.24915278
1393,1.2232528,0.46273124,0.6163292,0.091157556,0.030798197
1394,0.031090975,0.3872729,1.9740509,0.29459074,0.32600832
1395,0.360905,0.32104224,1.7994866,0.2539628,0.33825478
1396,0.21368735,0.305575,1.7801337,0.24508323,0.3297823
1397,0.21969183,0.3016199,1.8946869,0.26738495,0.3191132
1398,0.9048872,0.45159638,2.2566895,0.37738454,0.34277886
1399,1.228434,0.3996215,1.4062924,0.37373066,0.22916341
1400,0.28637084,0.39627314,1.8543037,0.33079177,0.329279
1401,0.69321847,0.4000007,1.8448361,0.38609576,0.37138748
1402,0.49903446,0.36472845,1.9461842,0.31301305,0.32515407
1403,0.27017182,0.381732,1.7629874,0.3067037,0.29991722
1404,2.5362847,0.71701705,1.2248069,0.30894935,0.26906526
1405,0.32869565,0.3370439,1.9066668,0.313351,0.302228
1406,0.23547511,0.301005,2.438671,0.20333654,0.09873214
1407,0.055024937,0.41342497,2.1045103,0.2978111,0.17779185
1408,0.19852182,0.36637315,1.5824775,0.28941616,0.2738994
1409,0.16108906,0.39992797,1.9592257,0.31356192,0.29726166
1410,0.23927946,0.44021833,1.9369115,0.36041975,0.27803177
1411,0.23203912,0.31459928,1.7725819,0.27039728,0.221437
1412,0.55796623,0.41205576,1.1335661,0.2834634,0.22729817
1413,0.033161834,0.34998965,1.9761648,0.28866142,0.3070585
1414,0.06219107,0.31966475,1.5629487,0.28536525,0.32325473
1415,1.2142076,0.4952939,1.5928448,0.15415278,0.08366251
1416,0.085918315,0.30835608,1.7958344,0.2903984,0.36882737
1417,0.3199502,0.39198005,2.0451138,0.24608889,0.31469408
1418,0.13970791,0.3147511,2.0804937,0.2797594,0.30317196
1419,0.46553743,0.30546707,1.2966198,0.26877594,0.13547729
1420,0.7710187,0.55965906,1.9060324,0.3390572,0.18299963
1421,0.82574844,0.37601036,1.8753405,0.30973494,0.34283984
1422,0.13157596,0.30312973,1.9361241,0.31361502,0.33664292
1423,0.6206628,0.44113886,1.4924369,0.41069078,0.40785992
1424,0.969642,0.3634671,2.7168555,0.26554167,0.14203084
1425,0.07133751,0.31475368,1.7500606,0.2762629,0.18481156
1426,0.05042109,0.3094783,1.9844148,0.30602604,0.3420408
1427,0.1718315,0.3001232,2.3471463,0.31020862,0.3066494
1428,0.20043114,0.30514574,2.1153073,0.29731417,0.40056044
1429,0.096898496,0.315461,1.9790754,0.29332307,0.2820563
1430,0.40858006,0.33328325,1.8988174,0.3247273,0.30426496
1431,0.30631533,0.37001216,1.6155208,0.31906506,0.26722187
1432,0.13198054,0.30304104,1.8568397,0.28031915,0.28420097
1433,0.11038765,0.31299874,1.9002964,0.27942085,0.31494573
1434,0.13414823,0.3362618,1.8710365,0.319962,0.3330837
1435,0.11252767,0.33456153,1.6080649,0.29537892,0.35698706
1436,0.608577,0.3886448,1.6947602,0.055468783,0.3658121
1437,0.27704576,0.3088014,1.9224179,0.2524766,0.34154573
1438,0.2700582,0.3370368,1.9985886,0.29481867,0.31020814
1439,0.0043751895,0.36836332,2.0277853,0.30246127,0.3217901
1440,0.18249817,0.30441827,1.9568267,0.27923483,0.29075223
1441,0.8548824,0.3042763,1.4139879,0.33992904,0.3686431
1442,0.27676442,0.35284588,1.8098865,0.3016624,0.30294102
1443,0.4916935,0.34270144,1.6079377,0.24673891,0.19886795
1444,1.5958468,0.47217834,1.4835451,0.56091976,0.12993848
1445,0.23826611,0.33992508,1.6956081,0.24037471,0.38418344
1446,0.09620839,0.3477802,1.5720804,0.31043905,0.2758915
1447,0.5764859,0.3196883,1.8180491,0.29714116,0.2624151
1448,0.2206743,0.37243617,2.0796099,0.23300585,0.3453406
1449,0.07542397,0.30147594,2.2425427,0.23559031,0.21198688
1450,0.08186072,0.3083498,2.0259392,0.29211032,0.28223932
1451,0.18170798,0.3773539,1.9800733,0.30006468,0.3376479
1452,0.17577538,0.30343485,1.9329342,0.28052518,0.25197706
1453,0.21680029,0.30139193,2.3605268,0.32454422,0.29985997
1454,0.21772984,0.34630758,2.0372734,0.35133332,0.24693313
1455,0.18777329,0.32082242,1.8820349,0.27466428,0.27520943
1456,0.07267733,0.32633704,1.9730991,0.23493938,0.24022298
1457,0.26356637,0.32009715,1.5694474,0.2645216,0.19816339
1458,0.36901703,0.31036326,1.8894567,0.2737518,0.34071538
1459,0.31983083,0.33809978,1.2072914,0.283732,0.21348149
1460,0.22480395,0.30675766,1.6979296,0.29870847,0.31373027
1461,0.41233078,0.3725724,1.9588532,0.27297682,0.27536747
1462,0.326486,0.34644115,1.7787105,0.25437385,0.30246067
1463,0.14407828,0.32436618,1.8232422,0.26681387,0.24803188
1464,0.39945847,0.31696358,1.6273601,0.25491968,0.32857648
1465,0.009913176,0.33278644,1.9454077,0.22142783,0.13586932
1466,0.26779056,0.33131915,2.0068662,0.28797266,0.27570885
1467,0.620686,0.64066637,2.7943716,0.22725296,0.6730534
1468,0.34012616,0.3094349,1.9812886,0.3286327,0.33287644
1469,0.2305947,0.32085773,1.8895919,0.27223456,0.30525902
1470,0.2901028,0.33305797,1.8720179,0.3288313,0.29287466
1471,0.14836954,0.33619553,2.1694145,0.23294583,0.43288636
1472,0.17678954,0.32686287,1.9476728,0.25357515,0.34232825
1473,0.399634,0.39170694,1.9068056,0.2990175,0.3802697
1474,0.073893055,0.32682386,1.7824535,0.30868533,0.2718055
1475,0.23683855,0.31316337,1.9498549,0.33098438,0.27564198
1476,0.24871138,0.3231414,1.9694474,0.32201803,0.31807834
1477,0.37563565,0.3381946,1.7548676,0.2888414,0.30386624
1478,0.207751,0.34046623,1.2584755,0.2759194,0.27813885
1479,0.083315924,0.3167633,2.1332877,0.3391964,0.30344784
1480,0.037053347,0.3198365,1.9785156,0.27546224,0.27556762
1481,0.04857985,0.31819627,2.0423694,0.30034706,0.3140301
1482,0.24221328,0.30044478,2.3619497,0.31422853,0.28791472
1483,0.157612,0.3469147,1.7881272,0.30369395,0.32150963
1484,0.034414962,0.3056745,1.3922362,0.21139102,0.12397312
1485,0.9598372,0.4461851,1.6283537,0.32126153,0.35267812
1486,0.19316995,0.3142461,1.5968676,0.2691982,0.31789997
1487,0.7263476,0.34192455,1.7909564,0.3001545,0.25935423
1488,0.20279443,0.33848518,2.189826,0.27912074,0.14180581
1489,0.28777072,0.42556804,1.9899763,0.29143643,0.31896332
1490,0.012597874,0.3032499,1.9567534,0.30658215,0.26743937
1491,0.15165994,0.30597672,2.231351,0.28449476,0.27900857
1492,0.13244703,0.33832055,1.9789906,0.2551193,0.15984496
1493,0.22147384,0.31325552,1.53543,0.23231348,0.22093132
1494,0.3384425,0.3169049,1.7238348,0.16212282,0.23683238
1495,0.114819914,0.42992663,2.0039923,0.3316063,0.27763975
1496,0.5293215,0.4166693,1.9647442,0.29204208,0.30494094
1497,0.33495528,0.31127614,1.9767468,0.4824426,0.4917816
1498,0.2728073,0.30290005,1.5458014,0.2789123,0.22818512
1499,0.4628288,0.3267228,2.0322685,0.3062624,0.29749706
1500,0.36112833,0.35033637,1.8410962,0.31859803,0.35530266
1501,0.025277779,0.31227642,1.927944,0.2661342,0.29218525
1502,0.14316249,0.31511822,2.012235,0.28597814,0.29802158
1503,0.29209125,0.3118059,1.6609362,0.3006034,0.2886234
1504,0.27875352,0.3272447,1.8867286,0.2858396,0.2754566
1505,0.36935598,0.302741,1.4801749,0.28942406,0.32385308
1506,0.29698938,0.36949146,1.9635417,0.38527703,0.2960822
1507,0.33444935,0.35362586,1.3189315,0.25379682,0.21662521
1508,0.006591022,0.34328002,2.0240788,0.3198114,0.29207468
1509,0.82202196,0.64646685,2.006214,0.3025576,0.36199906
1510,0.14868519,0.32615003,1.9403791,0.28536308,0.2884609
1511,0.12644991,0.53879297,2.1190271,0.32322896,0.21724835
1512,0.5448415,0.3001395,1.4125292,0.18297341,0.25483587
1513,0.2957363,0.31891185,1.8696643,0.30451715,0.27482826
1514,1.0933638,0.5752149,1.7578008,0.43200833,0.3916604
1515,0.009842187,0.33469614,1.9689044,0.2918609,0.33839944
1516,2.4515193,0.57597005,1.1110866,0.3272432,0.2570256
1517,0.14642511,0.30104566,1.7994468,0.26499838,0.30835313
1518,0.04972568,0.3084479,1.8310697,0.27051178,0.2972225
1519,0.24802221,0.40280485,1.5053484,0.2890535,0.2464336
1520,0.23390165,0.33044985,1.5970521,0.21998441,0.26011926
1521,0.1555451,0.30378515,1.7226411,0.2907043,0.2791252
1522,0.44010797,0.3553624,2.0694194,0.3166153,0.33621147
1523,0.21966584,0.3153609,1.9671645,0.31288135,0.30098373
1524,0.04691735,0.36957952,1.9549017,0.29966694,0.28435865
1525,0.27201355,0.30468076,1.9960374,0.30653548,0.32990494
1526,0.26930234,0.3797466,1.9714432,0.27029935,0.25640556
1527,0.21259859,0.31558245,1.8795182,0.30791306,0.20886204
1528,0.3077253,0.42765123,1.9103383,0.33774185,0.2789244
1529,0.5622118,0.32376993,2.2073047,0.2843187,0.6433836
1530,0.28070933,0.30468023,1.9297507,0.27237624,0.26426446
1531,0.8834362,0.49842003,0.9012673,0.23089066,0.13992575
1532,0.28553808,0.3148404,1.9157772,0.33917978,0.34919655
1533,1.9473264,0.38435304,1.5185608,0.46097362,0.37976062
1534,0.13637894,0.4469056,1.982281,0.18867816,0.2836328
1535,0.19719677,0.3166339,2.2806993,0.3226762,0.2235058
1536,0.19547573,0.3260527,1.9304199,0.5243591,0.09070137
1537,0.06904211,0.35047236,2.0030677,0.3327522,0.27785465
1538,0.86373407,0.61785847,1.8241389,0.2710696,0.34881204
1539,0.4120466,0.35958964,1.5192515,0.24272668,0.21796915
1540,0.14859448,0.30203736,1.9864427,0.24685223,0.30600655
1541,0.2503597,0.3501228,2.0332446,0.28660882,0.27561796
1542,0.21064666,0.35051182,1.9853237,0.373225,0.30326512
1543,0.068123154,0.3092193,1.8962084,0.30400935,0.31088087
1544,0.8022051,0.334326,1.9080153,0.2905227,0.27113727
1545,0.24823773,0.33168018,1.9435077,0.27137947,0.2893741
1546,0.29413766,0.3164969,1.9269509,0.28291482,0.31623918
1547,0.21915919,0.30105105,1.3748612,0.2808514,0.26725927
1548,0.6231291,0.52551305,1.843175,0.29008248,0.41879058
1549,0.65389776,0.32949072,1.7577156,0.32620087,0.32910344
1550,0.44309154,0.38748136,1.6388028,0.33555126,0.19020522
1551,0.09763702,0.31042227,1.9549695,0.32575607,0.2986472
1552,0.016029112,0.30288363,1.9686924,0.28640804,0.3106744
1553,0.6166444,0.34542134,1.4400127,0.34218195,0.29092282
1554,0.09400782,0.32307345,2.0120919,0.29486436,0.30910578
1555,0.44522586,0.37261036,2.4399288,0.44077048,0.52834004
1556,0.4210584,0.36514783,1.948015,0.2851271,0.30346653
1557,0.53131264,0.42101246,1.5548167,0.32266518,0.25640646
1558,0.21199569,0.30528545,1.8958654,0.31787047,0.30901638
1559,0.29775575,0.32355347,1.9770736,0.3154534,0.3356881
1560,1.1032422,0.3756412,1.8225431,0.2876118,0.2953697
1561,0.1196163,0.3324697,2.0290916,0.23887283,0.3199625
1562,0.15616496,0.3390807,2.005832,0.311545,0.25211298
1563,0.26935756,0.30842018,1.2176192,0.22669756,0.11148912
1564,0.08932176,0.37693763,1.9833757,0.26307797,0.2892816
1565,0.5544828,0.3570926,1.810226,0.37013862,0.26723802
1566,0.28200346,0.3269565,1.9996543,0.2505845,0.2879257
1567,0.3079582,0.38572776,1.9600155,0.33512682,0.33216116
1568,0.21607514,0.35223818,1.9167043,0.279189,0.32404137
1569,0.12730138,0.30035394,1.9856776,0.28095853,0.30235034
1570,0.35915735,0.387018,1.643139,0.24655354,0.21067452
1571,0.91829693,0.47663793,1.0759248,0.22658667,0.15925208
1572,0.28285968,0.3527086,1.7205998,0.26526868,0.27097583
1573,0.8868719,0.5062622,1.9266486,0.2871688,0.28853363
1574,0.09741379,0.3098364,1.55792,0.27839047,0.11989013
1575,0.21090974,0.314622,2.5494852,0.2699797,0.028732836
1576,0.2844104,0.32332554,1.6336257,0.32192686,0.26911512
1577,0.45235085,0.36664385,1.5822641,0.349496,0.31241858
1578,0.35531467,0.38039142,1.6997558,0.18544051,0.3387426
1579,0.5674529,0.31220648,1.6875484,0.3034369,0.29234672
1580,0.6431377,0.4570493,2.00453,0.2712109,0.32358712
1581,0.9865806,0.31565925,1.885898,0.28712615,0.11299726
1582,0.3708983,0.31693876,1.8869834,0.33100587,0.3239628
1583,0.10286169,0.30004048,1.7264085,0.30249292,0.25963414
1584,0.6345931,0.4205594,1.9319756,0.24215595,0.26993656
1585,0.38155144,0.34068918,2.6803553,0.2500023,0.25566944
1586,0.30735156,0.32178152,1.4391348,0.24191883,0.20354548
1587,0.26276577,0.4067546,1.8976935,0.28799722,0.38863426
1588,0.40581912,0.31568718,1.260795,0.37325484,0.1693141
1589,0.067065924,0.31411782,1.8587828,0.307712,0.28672996
1590,0.39383668,0.3091454,1.503892,0.28361705,0.31794125
1591,1.0443649,0.3413656,1.9534421,0.33898088,0.49332815
1592,0.35860112,0.3066519,2.003116,0.28190577,0.29416418
1593,0.07434867,0.3865447,2.004896,0.28087258,0.2891596
1594,0.97140163,0.32066074,1.8416991,0.26783982,0.29734975
1595,0.0063745677,0.33294618,1.9917006,0.2906065,0.27353293
1596,0.31276375,0.3449729,1.7744211,0.28128892,0.3315872
1597,0.2676342,0.38823065,1.9866161,0.32525122,0.2926418
1598,0.17561574,0.30683553,1.9920198,0.31439322,0.31888098
1599,0.5939262,0.37590715,1.9433497,0.33966848,0.42103627
1600,0.35231242,0.31480783,1.8905816,0.29676175,0.28360072
1601,0.08951062,0.30350086,2.228998,0.45544794,0.38739833
1602,0.13867834,0.31731567,1.5899162,0.33442864,0.32632834
1603,0.18835613,0.36786076,2.0127118,0.3002222,0.25396392
1604,0.14794645,0.32022142,1.8178573,0.3011942,0.2932722
1605,2.711889,0.6357478,1.3022025,0.5738276,0.25475517
1606,0.6217675,0.3076577,1.5654628,0.39647675,0.40788364
1607,0.040380746,0.3955047,1.9713073,0.2887085,0.26333797
1608,0.20450251,0.32561356,1.7472751,0.28449667,0.24829446
1609,0.112762615,0.32857534,2.020947,0.31277946,0.30132565
1610,0.17690465,0.31430045,1.8160216,0.4261896,0.2878155
1611,0.20938557,0.31150272,1.5424938,0.32802257,0.28378236
1612,0.784145,0.49374118,1.6674098,0.33745366,0.339831
1613,0.13647702,0.3154783,1.9634564,0.31515297,0.29295838
1614,0.09878977,0.31925684,1.9915522,0.27835554,0.2968343
1615,0.6278871,0.34341332,1.9020255,0.3186482,0.3564417
1616,0.16019467,0.30159613,2.028031,0.32580525,0.3043943
1617,0.14924519,0.32855487,1.7169421,0.30627275,0.2939592
1618,0.3841666,0.31746012,1.9484168,0.27074778,0.33684528
1619,0.31947523,0.30469698,1.6385698,0.28286827,0.28485686
1620,0.18880978,0.30423346,1.8733256,0.3158408,0.29146776
1621,0.49881417,0.33075553,1.9572548,0.25835901,0.31011292
1622,0.04597742,0.3208906,2.02084,0.32151094,0.2866535
1623,0.123514846,0.31204844,1.5289187,0.18123402,0.25087655
1624,0.21929352,0.34005785,2.0280473,0.3065675,0.2314774
1625,0.2412732,0.35803977,1.677696,0.32301947,0.2803526
1626,0.28752938,0.3023582,1.7435942,0.32330152,0.25323334
1627,0.19123012,0.3127436,1.982695,0.36168247,0.39736322
1628,0.1257351,0.31241217,1.5428483,0.32440352,0.26367074
1629,0.3634324,0.30844325,2.5661945,0.2317445,0.38174972
1630,0.16227992,0.33720106,2.2977135,0.35874754,0.37235793
1631,0.1171884,0.32527718,1.7426302,0.2218996,0.27222708
1632,0.09965323,0.3174562,1.8892045,0.25024533,0.30520093
1633,0.1876768,0.3194228,2.4713914,0.17917314,0.2241337
1634,0.216971,0.31102675,1.9073238,0.23885344,0.30629307
1635,0.259935,0.308313,2.276726,0.46051386,0.36995175
1636,0.26896298,0.33790135,1.9298265,0.31059873,0.307379
1637,0.3442811,0.34365323,1.6407918,0.38488582,0.17507863
1638,0.30326095,0.3502938,2.0056064,0.32443014,0.29582056
1639,0.19036126,0.31350833,1.8862454,0.28754553,0.2947406
1640,0.19119266,0.31996495,2.4312322,0.36982968,0.110641405
1641,0.30550426,0.363172,1.9130179,0.2735973,0.26310062
1642,0.24964114,0.34703916,1.8285574,0.31422687,0.29381055
1643,0.1667303,0.32341415,1.7489358,0.3061062,0.30815506
1644,0.060527712,0.30540287,1.9337683,0.4371485,0.4731083
1645,0.24185431,0.32026678,1.9338298,0.24764195,0.3995798
1646,0.24649926,0.40370095,2.1295695,0.1818692,0.28747237
1647,1.1736448,0.37896922,1.683102,0.2436074,0.27365184
1648,0.42265743,0.3514518,1.7314572,0.28543282,0.32208246
1649,0.21841945,0.3045321,1.8450696,0.3243019,0.2766065
1650,0.24286833,0.31963718,1.9941448,0.29830208,0.341372
1651,0.12961636,0.33723956,1.7997248,0.20928617,0.20864831
1652,0.26106346,0.31451106,1.8641523,0.3157512,0.3580386
1653,0.42418638,0.34494033,1.7937107,0.2959468,0.24364933
1654,0.079672456,0.30556357,2.0510828,0.26209748,0.3642012
1655,0.33972442,0.39741832,1.6289382,0.27811494,0.26457867
1656,0.119991496,0.35345024,1.9782706,0.31048697,0.23206478
1657,0.31340668,0.30648002,1.468882,0.2876247,0.26559043
1658,0.08797279,0.33535716,2.002768,0.28715852,0.2906118
1659,0.096362576,0.31864753,1.971071,0.29409257,0.3339473
1660,0.939314,0.39155406,1.9030758,0.36347836,0.3568632
1661,0.20650777,0.32975188,1.744774,0.2697405,0.402295
1662,0.54070485,0.47412896,2.0364702,0.2953537,0.36341193
1663,1.0300274,0.3359437,1.9365212,0.2896089,0.34648526
1664,0.44396612,0.3608367,1.6407162,0.21586621,0.3161176
1665,0.22413614,0.32847947,1.8307983,0.29097325,0.2775269
1666,0.23776972,0.3470025,1.7884761,0.33253828,0.2657792
1667,0.11041489,0.31651714,2.284389,0.27763763,0.3647338
1668,0.248393,0.3416178,1.8034558,0.27505895,0.35237402
1669,0.02492714,0.32768092,1.9449908,0.3424851,0.3087803
1670,0.17393756,0.32055134,2.0509777,0.31242958,0.30876285
1671,0.21675949,0.3208292,1.9563484,0.28089666,0.25466377
1672,0.5679568,0.30590647,1.7698373,0.2820719,0.3246119
1673,0.22916308,0.30938074,1.7609279,0.27747974,0.26461694
1674,0.22739935,0.3209374,2.1655579,0.22989143,0.118082434
1675,0.44008464,0.35519552,2.220079,0.07000679,0.29721212
1676,0.7295431,0.4708391,2.0632906,0.09906733,0.0141813755
1677,0.533785,0.4021362,1.5525548,0.35736632,0.37699896
1678,0.47228885,0.4338318,1.945817,0.27841532,0.26097536
1679,0.56476015,0.43729174,1.8215117,0.18504393,0.08282089
1680,0.36616445,0.34423733,1.7036576,0.24800415,0.274296
1681,0.6030823,0.3450314,1.4291055,0.24286881,0.1998254
1682,0.107780635,0.30253437,2.020285,0.33024037,0.28876325
1683,0.3500536,0.30972362,1.7146966,0.3350082,0.25316834
1684,0.62576544,0.5048168,1.0606645,0.24252465,0.19771829
1685,1.0434021,0.4773214,0.5532861,0.21192837,0.0677582
1686,0.17573327,0.46280417,2.00416,0.31881008,0.25283697
1687,8.6948276e-05,0.31741488,1.975747,0.33443832,0.3070528
1688,0.33166546,0.3568822,1.8985996,0.27612722,0.30419517
1689,0.042177677,0.35182938,1.9141262,0.25599572,0.31243682
1690,0.267007,0.3868057,2.0035925,0.28873926,0.29630256
1691,0.17386816,0.30417526,1.9724954,0.3016389,0.29565483
1692,0.18720543,0.35539854,1.5972054,0.29295486,0.26799518
1693,0.27491817,0.35912699,1.9552605,0.32035273,0.31475937
1694,0.24482816,0.30691296,2.554715,0.48296255,0.013411522
1695,0.046614096,0.3552661,1.7492601,0.29437727,0.29141575
1696,0.6401758,0.3610584,1.5177829,0.29684097,0.2936418
1697,0.12474235,0.4542744,2.1286187,0.32417235,0.33313736
1698,0.18679327,0.34942228,1.8966991,0.24660835,0.3318159
1699,0.7204782,0.34347713,1.924908,0.37860996,0.23541972
1700,0.04774411,0.31543288,1.9515234,0.29259995,0.30769682
1701,0.127752,0.5782628,1.9253992,0.21813259,0.3529348
1702,0.6358258,0.48271722,1.5962775,0.27508366,0.32092205
1703,0.05462715,0.31887746,1.9993174,0.30695245,0.27304527
1704,0.66431147,0.478095,1.8900399,0.3252942,0.3504225
1705,0.5060343,0.33911282,1.9948701,0.30521607,0.31609768
1706,0.017405614,0.3200605,1.9379072,0.2636323,0.28986925
1707,0.22789408,0.33581227,2.0063415,0.24399792,0.30588937
1708,0.38022608,0.33651572,1.3003738,0.22486632,0.11614385
1709,0.048970662,0.31944317,2.0460315,0.3039224,0.30151367
1710,0.023197979,0.3417577,1.9569625,0.29655164,0.28613132
1711,0.7057119,0.32734096,1.880663,0.2883736,0.2867096
1712,0.40434417,0.37228206,1.819079,0.29494756,0.3346016
1713,0.49439362,0.40244612,1.9642234,0.35355803,0.30065745
1714,0.48730615,0.48804167,1.800082,0.25188679,0.22999188
1715,0.70965177,0.69767565,1.8892729,0.31373665,0.2728965
1716,0.053488806,0.3097841,1.9331034,0.32233506,0.40754384
1717,0.27603522,0.3455316,1.893514,0.2897704,0.23882174
1718,0.23052369,0.30527192,1.626778,0.27459294,0.24262275
1719,0.19030185,0.37439698,1.8936473,0.22634764,0.24448504
1720,0.2516324,0.31997162,1.9598948,0.2882501,0.32262868
1721,0.27622846,0.48075357,1.8417196,0.2878528,0.31694517
1722,0.33143026,0.42228663,1.8858913,0.33076024,0.33509308
1723,0.33865538,0.39531836,1.5987608,0.27491096,0.32702258
1724,0.20900378,0.31520876,1.8347378,0.38771,0.3073447
1725,0.25001997,0.35147452,1.655833,0.36107618,0.19013642
1726,2.1830134,0.30504766,1.0811778,0.26203266,0.25337377
1727,0.77496994,0.36457515,1.3635916,0.28205943,0.26053774
1728,0.08100906,0.30158404,1.9966857,0.28535548,0.28927168
1729,0.30315194,0.31844765,1.8895675,0.27797735,0.2971718
1730,0.5819634,0.3709374,1.794365,0.25658435,0.34583056
1731,0.16409671,0.3464953,1.972054,0.2970269,0.33372974
1732,0.9262464,0.5078037,2.0506997,0.22885606,0.09775813
1733,0.11111213,0.31545073,1.9377713,0.31415355,0.30180842
1734,0.52340823,0.320926,1.0247908,0.1933631,0.19543412
1735,0.37443677,0.3118271,1.2145158,0.28250602,0.08992183
1736,0.044833347,0.30488095,1.961149,0.30276808,0.2687937
1737,0.07805212,0.30153108,1.9518698,0.28941375,0.30412704
1738,0.049168743,0.34444064,1.9081031,0.3073028,0.29425526
1739,0.22922997,0.30632478,1.7785823,0.2938822,0.33521992
1740,0.18479274,0.3261919,1.737784,0.30327696,0.3138706
1741,1.5365561,0.41124249,1.1525367,0.17392683,0.123983145
1742,0.3131556,0.30902058,1.9736928,0.29395032,0.2529924
1743,0.17984402,0.31939915,1.2138188,0.24238661,0.18220139
1744,0.17517094,0.30496722,1.7338248,0.28634924,0.32414132
1745,0.11807811,0.31057817,1.5377526,0.23348987,0.22393884
1746,0.1578372,0.36147743,2.0879483,0.32750225,0.24010235
1747,0.40706626,0.3361261,1.8425332,0.25885358,0.25125173
1748,0.0471621,0.3382756,2.0366828,0.29337516,0.30102897
1749,0.38398764,0.41482815,2.1426022,0.09284198,0.36597827
1750,1.6543162,0.67055047,1.6746283,0.51566637,0.19134855
1751,0.36733246,0.30943912,1.1972176,0.2813092,0.13234569
1752,0.25755635,0.3127106,1.8816986,0.31340817,0.30494812
1753,0.1296432,0.34185576,2.0028691,0.34172928,0.34943652
1754,0.43393037,0.3940871,1.9299457,0.30852672,0.31430468
1755,0.014981732,0.39715683,1.9844322,0.28975928,0.29343104
1756,0.19649428,0.33130482,1.8188826,0.21495748,0.32840845
1757,1.1090904,0.43667206,1.5867153,0.17347986,0.18810171
1758,0.26357532,0.30811492,1.7124987,0.3104751,0.36528248
1759,2.6414123,0.55445576,1.695155,0.37525216,0.2139037
1760,0.4550647,0.4076309,1.671786,0.34297225,0.33623818
1761,1.7690026,0.5080665,1.8572887,0.25327903,0.17160945
1762,0.10564623,0.31068355,1.9483638,0.28609437,0.27089277
1763,0.15254371,0.33931756,1.6317022,0.27195984,0.24941625
1764,0.36456913,0.33273777,1.8460383,0.30028713,0.28925318
1765,0.38011354,0.33194828,1.3127022,0.27051505,0.21742868
1766,0.19943899,0.36471257,1.9419014,0.3190867,0.30656293
1767,0.2002378,0.3293242,1.936058,0.29285347,0.31931913
1768,0.19998696,0.3032454,1.7800858,0.2793816,0.27227738
1769,0.42849213,0.317069,1.8712647,0.29122287,0.35697472
1770,0.53998494,0.32769486,1.7001917,0.32925946,0.2865908
1771,0.072867304,0.3267325,1.670163,0.34663603,0.3053748
1772,0.23763812,0.3050378,2.059503,0.3037716,0.36074096
1773,0.40125275,0.33933485,1.9106108,0.32715,0.2939126
1774,0.42044842,0.42822468,1.7528203,0.29261434,0.29688323
1775,0.32189012,0.34295028,2.0275996,0.3046556,0.24301527
1776,0.12896612,0.31353492,2.147087,0.43280417,0.422998
1777,0.06721632,0.31573427,1.9438152,0.2809646,0.31715173
1778,0.023289979,0.34379053,1.4134864,0.31349134,0.3368048
1779,0.18549389,0.30880332,1.8928976,0.2944185,0.28770947
1780,0.027195305,0.32711512,2.0248091,0.28814995,0.30870855
1781,0.19783092,0.31479403,1.9633598,0.28629082,0.2979383
1782,0.31135517,0.30291024,2.493373,0.39546,0.029399395
1783,3.004917,0.6204121,1.4275404,0.09473708,0.099098116
1784,0.1839563,0.31829616,1.8974156,0.30807048,0.32183987
1785,0.26519197,0.31402516,1.9467907,0.2859304,0.30907127
1786,0.20935091,0.3666169,2.02091,0.29422107,0.22174656
1787,0.10572797,0.34092325,1.9037637,0.32612944,0.32996684
1788,0.14515446,0.40928894,1.9407083,0.05389882,0.3820597
