threshold,accuracy_bit,accuracy_blur,accuracy_both,F1_bit,F1_blur,F1_both
0.0,0.30064499702961894,0.30068743104472545,0.30060256301451244,0.4612467719263835,0.46143790849673205,0.46144294863416546
0.01,0.49439871000594077,0.4840448103199525,0.39374522617330054,0.510255250935098,0.5327953890489914,0.4955689722133954
0.02,0.6012475600441314,0.5738776203004329,0.4914283289484851,0.5458850819117576,0.575749894381073,0.5373480023161552
0.03,0.6615887295255877,0.6215310192650428,0.5560553339556988,0.5669761633273606,0.6006358303855281,0.5690748826097701
0.04,0.6936688449461088,0.6504710175676822,0.5961130442162438,0.5744266933914991,0.6167232795123541,0.5899887998621521
0.05,0.7145039463634049,0.6713061189849784,0.6250530425188832,0.5763757713134365,0.6287029048029912,0.6064493140922858
0.06,0.7295680217262157,0.6869642705592803,0.6479674106763982,0.576291469982049,0.6367977942986559,0.619554251123544
0.07,0.7388186370194347,0.6989306628193159,0.6659169990664516,0.5717069097487997,0.6424792139077854,0.6298020407203649
0.08,0.7453110413307307,0.7094542985657303,0.6808113383688364,0.5663294797687861,0.6481319697826199,0.6388168635359647
0.09,0.7498514809471272,0.7186624798438428,0.6932869388101502,0.5600417941637436,0.6528068705488062,0.6460679659191069
0.1,0.7545192226088433,0.7253670542306713,0.7033438003903929,0.55564943544051,0.6557812998617168,0.6518599671331109
0.11,0.7563014512433166,0.7310107782398371,0.7125095476533989,0.5461155457203826,0.6578137651821863,0.6570488483928121
0.12,0.7580412458626835,0.7356360858864466,0.7203598404481032,0.5385984787182392,0.6591157802582622,0.6619125795198031
0.13,0.7593142663158788,0.7393278452007129,0.7268098107442926,0.5308519437551695,0.6599501799058953,0.6654889327652499
0.14,0.7587201901043876,0.7427650004243401,0.7323262327081388,0.5203306900624262,0.660810205908684,0.6684536949437612
0.15,0.7590172282101333,0.7458202495120089,0.7373758805058135,0.5122391136305077,0.66112242588821,0.6707803606574818
0.16,0.7598234744971569,0.7476449121615887,0.7417041500466774,0.5055904961565338,0.6606562054208274,0.6728650507873382
0.17,0.7592718323007723,0.7502333870830858,0.7457353814817959,0.49720818931135335,0.6607492795389049,0.6744893524554542
0.18,0.7598659085122634,0.7518034456420266,0.7493422727658491,0.4905932127104149,0.6599616301377826,0.6759558944538921
0.19,0.759993210557583,0.7540524484426716,0.7530340320801154,0.48459996355020957,0.6600985221674877,0.677847891066091
0.2,0.7591869642705593,0.755580072986506,0.7561741491979971,0.47623442547300415,0.658808198080796,0.6787072243346007
0.21,0.7593567003309853,0.7565560553339556,0.7583382839684291,0.47093945330721154,0.657349340022696,0.678774888600598
0.22,0.7590172282101333,0.7579563778324705,0.7607145888143936,0.46419473535239175,0.6562612992647944,0.6791830232690448
0.23,0.757913943817364,0.7593142663158788,0.762496817448867,0.4558893657606104,0.655448912647309,0.6790158857601651
0.24,0.7573198676058729,0.7605872867690741,0.7650428583552575,0.4487710843373494,0.6544585987261147,0.6798866855524079
0.25,0.7566833573792753,0.76258168547908,0.7677586353220742,0.4416747809152872,0.6548213955210069,0.6809676479160595
0.26,0.7551981668505474,0.7633454977509972,0.7686921836544174,0.43279913479500537,0.6536670185679687,0.6801244058447274
0.27,0.7549011287448019,0.7646185182041925,0.7710684885003819,0.4274385408406027,0.6531173785254206,0.6811277262249541
0.28,0.7546040906390563,0.7658915386573878,0.7728507171348553,0.4217578242175783,0.6526037403186198,0.6813121390724534
0.29,0.753670542306713,0.7663158788084529,0.7738691334974115,0.4159372170238454,0.6511244852708267,0.6809555169729988
0.3,0.7526945599592634,0.7664007468386659,0.7744207756937962,0.40832487309644677,0.6486693471185143,0.6792566670689031
0.31,0.7521429177628787,0.7665280488839854,0.7748875498599678,0.40306591722023505,0.6469908892595919,0.6780751259178348
0.32,0.7515064075362811,0.767164559110583,0.7756513621318849,0.39740687384235435,0.6459771598167624,0.6773268233140067
0.33,0.7507425952643639,0.767249427140796,0.7758210981923109,0.3909166321028619,0.6442700564238926,0.6755910346945041
0.34,0.7502333870830858,0.767249427140796,0.7761181362980565,0.38533834586466165,0.6423681293603702,0.6740392932163599
0.35000000000000003,0.7501485190528728,0.7672069931256895,0.7767546465246542,0.38138264341248157,0.64007348117045,0.6730470449319496
0.36,0.7494695748111686,0.7678010693371807,0.7774335907663583,0.37550243283266344,0.6388595564941921,0.6720440192584255
0.37,0.7487906305694645,0.7675888992616481,0.7778154969023169,0.3703467347372899,0.6364903431340014,0.6708160442600276
0.38,0.7485360264788254,0.7676313332767547,0.7782822710684885,0.36620320855614974,0.6342994523841324,0.6694920614839648
0.39,0.7480268182975474,0.7675888992616481,0.778579309174234,0.3619170427681066,0.6322433357953402,0.6683193490973811
0.4,0.7470508359500976,0.7672918611559025,0.778239837053382,0.35591572123176657,0.6298096395301741,0.6658995013425393
0.41000000000000003,0.7464567597386065,0.7672918611559025,0.7783671390987015,0.35174134751003583,0.6282537960954446,0.6646118281641302
0.42,0.7461597216328609,0.767249427140796,0.778579309174234,0.3479398299542184,0.6262350936967631,0.6630504972232986
0.43,0.7452261733005177,0.7674615972163286,0.7789612153101927,0.34238773274917855,0.6249144421629022,0.6622138642111406
0.44,0.7444623610286005,0.7672069931256895,0.7790036493252992,0.3375137513751375,0.6223843612334802,0.6604068857589984
0.45,0.7431893405754052,0.76707969108037,0.7786641772044471,0.3305309734513274,0.6208992333724704,0.6585940568137191
0.46,0.7427650004243401,0.7668675210048375,0.7787066112195536,0.32599510784967756,0.6187369882026371,0.6569304651009802
0.47000000000000003,0.741831452091997,0.7664431808537724,0.7785368751591275,0.32052713870895694,0.6162320457397853,0.6550789769347696
0.48,0.7411100738351862,0.7663583128235594,0.7785368751591275,0.3161080596345701,0.6142096412556054,0.6534298426190318
0.49,0.7405159976236951,0.7665704828990919,0.7788339132648732,0.31176139561057964,0.612851009923288,0.6522087281462698
0.5,0.739921921412204,0.7666977849444114,0.7787490452346602,0.3076923076923077,0.6114487632508834,0.6506298579469312
0.51,0.7390732411100739,0.7658066706271748,0.7778154969023169,0.3029135018705362,0.6079420331036444,0.6473599137931034
0.52,0.7384367308834762,0.7659764066876008,0.7781549690231689,0.29778992936887677,0.6066053213495971,0.6462787550744249
0.53,0.7382669948230501,0.7654671985063227,0.7778154969023169,0.2946020128087831,0.6038276826033976,0.6439064200217629
0.54,0.737503182551133,0.764660952219299,0.7770092506152932,0.2892922794117647,0.6007199424046077,0.6408311120224182
0.55,0.7371212764151744,0.764576084189086,0.7768395145548672,0.2860435634435865,0.5984947170357505,0.6386808656818962
0.56,0.7367818042943223,0.7638971399473818,0.7765000424340152,0.2828072609550237,0.5950509461426492,0.6359803718294285
0.5700000000000001,0.7361028600526182,0.7639395739624883,0.7762878723584825,0.2781195589088798,0.5927227469068013,0.6332776850306067
0.58,0.7356785199015531,0.7638547059322753,0.7758635322074174,0.27426307817779333,0.590658330268481,0.6305777031752693
0.59,0.735084443690062,0.7636849698718493,0.7756937961469914,0.2705923589204346,0.5886697688160131,0.6286356610931572
0.6,0.7345752355087838,0.7630484596452516,0.7749724178901808,0.26730701651634065,0.5860023724792407,0.6260489387208236
0.61,0.7340235933123992,0.762836289569719,0.7749299838750743,0.2629350893697084,0.5837491621359947,0.6241496598639455
0.62,0.7333446490706951,0.762666553509293,0.7747602478146483,0.2586125530910807,0.5815188926300037,0.6220988181688737
0.63,0.732835440889417,0.7623695154035475,0.7742510396333702,0.2552637804589543,0.5792637114951164,0.6194563662374821
0.64,0.7317745905117542,0.762242213358228,0.773911567512518,0.24973293768545993,0.5776102525442894,0.617461229178633
0.65,0.7312229483153696,0.7613510990409913,0.7729780191801748,0.24559313959028106,0.5741974560872198,0.6141084824004617
0.66,0.7307137401340915,0.7612237969956718,0.7727234150895358,0.24181600955794505,0.5719936107096676,0.6117152385094969
0.67,0.7306288721038785,0.7607145888143936,0.7723415089535772,0.24012449126167104,0.5691802276720911,0.6092213562531866
0.68,0.7300772299074938,0.7599083425273699,0.7713230925910209,0.2359159159159159,0.5660377358490566,0.6057502377642842
0.6900000000000001,0.7293134176355767,0.7596961724518374,0.7710684885003819,0.23153836887122034,0.563612545272405,0.60339630963758
0.7000000000000001,0.728507171348553,0.7591869642705593,0.7703471102435713,0.2267343485617597,0.5609284332688588,0.6004134672179563
0.71,0.7280403971823814,0.7592718323007723,0.7703471102435713,0.22343390282321582,0.5595838832388789,0.5989328590484659
0.72,0.7277857930917423,0.7586353220741746,0.7698803360773997,0.22119703775646476,0.556664068589244,0.5965930223908354
0.73,0.7269371127896121,0.7589323601799203,0.7700500721378257,0.21629521373766902,0.5556511536957371,0.595325218430289
0.74,0.7266400746838666,0.7587201901043876,0.7700925061529322,0.21419858502073677,0.5534788754515471,0.5938530734632684
0.75,0.725833828396843,0.7586777560892811,0.7699652041076127,0.20888943308436386,0.5516752069373276,0.5918843634721073
0.76,0.7252821862004583,0.7584231519986421,0.769668166001867,0.20564417177914113,0.5489978610472946,0.5895962498109782
0.77,0.7251124501400322,0.7577866417720445,0.7692013918356955,0.2031980319803198,0.546119592875318,0.5871726755218216
0.78,0.7247305440040737,0.7574896036662989,0.7689043537299499,0.19962985811227635,0.5435668077629582,0.5845919145690311
0.79,0.7246881099889672,0.7572349995756599,0.7688619197148434,0.19822046465645085,0.5414028056112224,0.5830845771144278
0.8,0.7241789018076891,0.7567682254094883,0.7684375795637783,0.19454770755886,0.5389317889317888,0.5807145601229351
0.81,0.7235423915810913,0.7563014512433166,0.7677586353220742,0.19078375357098498,0.5358441768366604,0.5773418796818287
0.8200000000000001,0.7228634473393872,0.7557073750318255,0.7669523890350505,0.18637099788214775,0.5325972233498416,0.5738010243675307
0.8300000000000001,0.7225239752185352,0.755495204956293,0.7665704828990919,0.18374734739732865,0.5307817589576548,0.5716732850580083
0.84,0.7223118051430026,0.7546465246541628,0.7659339726724943,0.182,0.5266088095627968,0.5682529743268628
0.85,0.7220996350674701,0.7545192226088433,0.7657642366120683,0.18024784078107398,0.524220741837322,0.5658329400660688
