threshold,orig_detected_bit,adv_detected_bit,orig_detected_blur,adv_detected_blur,orig_detected_both,adv_detected_both,orig_detected_bit_rate,adv_detected_bit_rate,orig_detected_blur_rate,adv_detected_blur_rate,orig_detected_both_rate,adv_detected_both_rate
1.78,15,6,86,471,99,474,0.0029574132492113563,0.0011829652996845426,0.01695583596214511,0.0928627760252366,0.019518927444794953,0.09345425867507887
1.79,14,6,78,389,91,392,0.0027602523659305996,0.0011829652996845426,0.015378548895899053,0.0766955835962145,0.017941640378548895,0.07728706624605679
1.8,10,6,74,337,83,340,0.001971608832807571,0.0011829652996845426,0.014589905362776025,0.06644321766561515,0.016364353312302838,0.06703470031545741
1.81,10,6,66,271,75,274,0.001971608832807571,0.0011829652996845426,0.013012618296529969,0.053430599369085174,0.014787066246056782,0.05402208201892744
1.82,9,6,61,208,69,211,0.001774447949526814,0.0011829652996845426,0.012026813880126183,0.04100946372239748,0.01360410094637224,0.041600946372239746
1.83,8,6,59,172,67,175,0.0015772870662460567,0.0011829652996845426,0.01163249211356467,0.03391167192429022,0.013209779179810725,0.03450315457413249
1.84,6,6,53,135,59,138,0.0011829652996845426,0.0011829652996845426,0.010449526813880125,0.02661671924290221,0.01163249211356467,0.02720820189274448
1.85,6,5,50,113,56,115,0.0011829652996845426,0.0009858044164037854,0.009858044164037854,0.022279179810725552,0.011041009463722398,0.022673501577287068
1.86,4,4,46,91,50,92,0.0007886435331230284,0.0007886435331230284,0.009069400630914827,0.017941640378548895,0.009858044164037854,0.018138801261829655
1.87,4,4,44,78,48,79,0.0007886435331230284,0.0007886435331230284,0.008675078864353312,0.015378548895899053,0.00946372239747634,0.015575709779179811
1.8800000000000001,3,4,40,65,43,66,0.0005914826498422713,0.0007886435331230284,0.007886435331230283,0.012815457413249211,0.008477917981072555,0.013012618296529969
1.8900000000000001,3,3,32,48,35,49,0.0005914826498422713,0.0005914826498422713,0.006309148264984227,0.00946372239747634,0.006900630914826498,0.009660883280757098
1.9000000000000001,1,3,27,40,28,41,0.0001971608832807571,0.0005914826498422713,0.0053233438485804415,0.007886435331230283,0.005520504731861199,0.008083596214511041
1.9100000000000001,0,2,23,24,23,24,0.0,0.0003943217665615142,0.004534700315457414,0.00473186119873817,0.004534700315457414,0.00473186119873817
1.92,0,2,12,17,12,18,0.0,0.0003943217665615142,0.002365930599369085,0.0033517350157728706,0.002365930599369085,0.003548895899053628
1.93,0,0,10,12,10,12,0.0,0.0,0.001971608832807571,0.002365930599369085,0.001971608832807571,0.002365930599369085
1.94,0,0,6,6,6,6,0.0,0.0,0.0011829652996845426,0.0011829652996845426,0.0011829652996845426,0.0011829652996845426
1.95,0,0,3,2,3,2,0.0,0.0,0.0005914826498422713,0.0003943217665615142,0.0005914826498422713,0.0003943217665615142
1.96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
