threshold,orig_detected_bit,adv_detected_bit,orig_detected_blur,adv_detected_blur,orig_detected_both,adv_detected_both,orig_detected_bit_rate,adv_detected_bit_rate,orig_detected_blur_rate,adv_detected_blur_rate,orig_detected_both_rate,adv_detected_both_rate
1.2,38,0,386,72,415,72,0.00749211356466877,0.0,0.07610410094637224,0.014195583596214511,0.0818217665615142,0.014195583596214511
1.21,38,0,382,72,411,72,0.00749211356466877,0.0,0.07531545741324921,0.014195583596214511,0.08103312302839116,0.014195583596214511
1.22,38,0,374,72,403,72,0.00749211356466877,0.0,0.07373817034700315,0.014195583596214511,0.07945583596214512,0.014195583596214511
1.23,38,0,369,72,398,72,0.00749211356466877,0.0,0.07275236593059937,0.014195583596214511,0.07847003154574132,0.014195583596214511
1.24,38,0,367,72,396,72,0.00749211356466877,0.0,0.07235804416403785,0.014195583596214511,0.07807570977917981,0.014195583596214511
1.25,38,0,362,72,392,72,0.00749211356466877,0.0,0.07137223974763407,0.014195583596214511,0.07728706624605679,0.014195583596214511
1.26,38,0,356,72,386,72,0.00749211356466877,0.0,0.07018927444794952,0.014195583596214511,0.07610410094637224,0.014195583596214511
1.27,38,0,351,72,381,72,0.00749211356466877,0.0,0.06920347003154574,0.014195583596214511,0.07511829652996846,0.014195583596214511
1.28,37,0,349,72,378,72,0.007294952681388012,0.0,0.06880914826498423,0.014195583596214511,0.07452681388012618,0.014195583596214511
1.29,35,0,343,71,370,71,0.006900630914826498,0.0,0.06762618296529968,0.013998422712933754,0.07294952681388013,0.013998422712933754
1.3,35,0,340,71,367,71,0.006900630914826498,0.0,0.06703470031545741,0.013998422712933754,0.07235804416403785,0.013998422712933754
1.31,34,0,336,70,362,70,0.006703470031545741,0.0,0.06624605678233439,0.013801261829652996,0.07137223974763407,0.013801261829652996
1.32,33,0,331,70,356,70,0.0065063091482649845,0.0,0.0652602523659306,0.013801261829652996,0.07018927444794952,0.013801261829652996
1.33,32,0,327,70,351,70,0.006309148264984227,0.0,0.06447160883280757,0.013801261829652996,0.06920347003154574,0.013801261829652996
1.34,31,0,320,70,343,70,0.00611198738170347,0.0,0.06309148264984227,0.013801261829652996,0.06762618296529968,0.013801261829652996
1.35,31,0,315,70,338,70,0.00611198738170347,0.0,0.06210567823343849,0.013801261829652996,0.0666403785488959,0.013801261829652996
1.36,29,0,311,70,334,70,0.005717665615141956,0.0,0.06131703470031546,0.013801261829652996,0.06585173501577288,0.013801261829652996
1.37,29,0,311,70,334,70,0.005717665615141956,0.0,0.06131703470031546,0.013801261829652996,0.06585173501577288,0.013801261829652996
1.3800000000000001,28,0,306,70,328,70,0.005520504731861199,0.0,0.06033123028391167,0.013801261829652996,0.06466876971608833,0.013801261829652996
1.3900000000000001,28,0,304,70,326,70,0.005520504731861199,0.0,0.05993690851735016,0.013801261829652996,0.06427444794952682,0.013801261829652996
1.4000000000000001,28,0,297,70,320,70,0.005520504731861199,0.0,0.058556782334384855,0.013801261829652996,0.06309148264984227,0.013801261829652996
1.41,28,0,290,70,313,70,0.005520504731861199,0.0,0.05717665615141956,0.013801261829652996,0.06171135646687697,0.013801261829652996
1.42,27,0,283,69,305,69,0.0053233438485804415,0.0,0.05579652996845426,0.01360410094637224,0.060134069400630916,0.01360410094637224
1.43,26,0,272,68,293,68,0.005126182965299685,0.0,0.05362776025236593,0.013406940063091483,0.05776813880126183,0.013406940063091483
1.44,26,0,267,66,288,66,0.005126182965299685,0.0,0.052641955835962144,0.013012618296529969,0.056782334384858045,0.013012618296529969
1.45,26,0,264,65,285,65,0.005126182965299685,0.0,0.052050473186119876,0.012815457413249211,0.05619085173501577,0.012815457413249211
1.46,26,0,262,64,283,64,0.005126182965299685,0.0,0.05165615141955836,0.012618296529968454,0.05579652996845426,0.012618296529968454
1.47,26,0,260,63,281,63,0.005126182965299685,0.0,0.051261829652996846,0.012421135646687698,0.05540220820189275,0.012421135646687698
1.48,26,0,255,63,276,63,0.005126182965299685,0.0,0.05027602523659306,0.012421135646687698,0.05441640378548896,0.012421135646687698
1.49,26,0,251,63,272,63,0.005126182965299685,0.0,0.04948738170347003,0.012421135646687698,0.05362776025236593,0.012421135646687698
1.5,25,0,246,61,266,61,0.004929022082018927,0.0,0.04850157728706624,0.012026813880126183,0.05244479495268139,0.012026813880126183
1.51,25,0,236,61,256,61,0.004929022082018927,0.0,0.04652996845425868,0.012026813880126183,0.050473186119873815,0.012026813880126183
1.52,25,0,229,59,249,59,0.004929022082018927,0.0,0.04514984227129337,0.01163249211356467,0.04909305993690852,0.01163249211356467
1.53,25,0,227,59,247,59,0.004929022082018927,0.0,0.04475552050473186,0.01163249211356467,0.048698738170347006,0.01163249211356467
1.54,25,0,221,59,241,59,0.004929022082018927,0.0,0.04357255520504732,0.01163249211356467,0.047515772870662464,0.01163249211356467
1.55,25,0,215,56,235,56,0.004929022082018927,0.0,0.042389589905362776,0.011041009463722398,0.04633280757097792,0.011041009463722398
1.56,25,0,211,55,231,55,0.004929022082018927,0.0,0.041600946372239746,0.01084384858044164,0.04554416403785489,0.01084384858044164
1.57,25,0,207,54,227,54,0.004929022082018927,0.0,0.04081230283911672,0.010646687697160883,0.04475552050473186,0.010646687697160883
1.58,25,0,202,54,222,54,0.004929022082018927,0.0,0.039826498422712936,0.010646687697160883,0.043769716088328074,0.010646687697160883
1.59,25,0,194,54,214,54,0.004929022082018927,0.0,0.038249211356466875,0.010646687697160883,0.04219242902208202,0.010646687697160883
1.6,25,0,190,54,210,54,0.004929022082018927,0.0,0.03746056782334385,0.010646687697160883,0.04140378548895899,0.010646687697160883
1.61,24,0,185,54,204,54,0.00473186119873817,0.0,0.036474763406940065,0.010646687697160883,0.04022082018927445,0.010646687697160883
1.62,23,0,179,54,197,54,0.004534700315457414,0.0,0.03529179810725552,0.010646687697160883,0.03884069400630915,0.010646687697160883
1.6300000000000001,22,0,175,54,192,54,0.004337539432176656,0.0,0.03450315457413249,0.010646687697160883,0.03785488958990536,0.010646687697160883
1.6400000000000001,21,0,170,51,186,51,0.004140378548895899,0.0,0.033517350157728706,0.010055205047318612,0.03667192429022082,0.010055205047318612
1.6500000000000001,21,0,160,51,176,51,0.004140378548895899,0.0,0.031545741324921134,0.010055205047318612,0.03470031545741325,0.010055205047318612
1.6600000000000001,21,0,152,50,168,50,0.004140378548895899,0.0,0.02996845425867508,0.009858044164037854,0.033123028391167195,0.009858044164037854
1.67,20,0,148,50,164,50,0.003943217665615142,0.0,0.02917981072555205,0.009858044164037854,0.032334384858044164,0.009858044164037854
1.68,20,0,141,48,157,48,0.003943217665615142,0.0,0.02779968454258675,0.00946372239747634,0.030954258675078863,0.00946372239747634
1.69,20,0,137,48,153,48,0.003943217665615142,0.0,0.02701104100946372,0.00946372239747634,0.030165615141955836,0.00946372239747634
1.7,20,0,131,46,147,46,0.003943217665615142,0.0,0.02582807570977918,0.009069400630914827,0.028982649842271294,0.009069400630914827
1.71,20,0,124,46,140,46,0.003943217665615142,0.0,0.02444794952681388,0.009069400630914827,0.027602523659305992,0.009069400630914827
1.72,19,0,119,46,135,46,0.003746056782334385,0.0,0.023462145110410094,0.009069400630914827,0.02661671924290221,0.009069400630914827
1.73,18,0,113,46,128,46,0.003548895899053628,0.0,0.022279179810725552,0.009069400630914827,0.025236593059936908,0.009069400630914827
1.74,17,0,110,45,124,45,0.0033517350157728706,0.0,0.02168769716088328,0.00887223974763407,0.02444794952681388,0.00887223974763407
1.75,16,0,104,44,117,44,0.0031545741324921135,0.0,0.02050473186119874,0.008675078864353312,0.02306782334384858,0.008675078864353312
1.76,15,0,99,43,112,43,0.0029574132492113563,0.0,0.019518927444794953,0.008477917981072555,0.022082018927444796,0.008477917981072555
1.77,15,0,94,42,107,42,0.0029574132492113563,0.0,0.018533123028391166,0.008280757097791799,0.02109621451104101,0.008280757097791799
1.78,15,0,86,42,99,42,0.0029574132492113563,0.0,0.01695583596214511,0.008280757097791799,0.019518927444794953,0.008280757097791799
1.79,14,0,78,40,91,40,0.0027602523659305996,0.0,0.015378548895899053,0.007886435331230283,0.017941640378548895,0.007886435331230283
