threshold,orig_detected_bit,adv_detected_bit,orig_detected_blur,adv_detected_blur,orig_detected_both,adv_detected_both,orig_detected_bit_rate,adv_detected_bit_rate,orig_detected_blur_rate,adv_detected_blur_rate,orig_detected_both_rate,adv_detected_both_rate
0.0,5064,5051,5063,5054,5065,5055,0.998422712933754,0.9958596214511041,0.9982255520504731,0.9964511041009464,0.9986198738170347,0.9966482649842271
0.01,3429,4587,3703,4848,4396,4941,0.676064668769716,0.9043769716088328,0.7300867507886435,0.9558359621451105,0.8667192429022083,0.9741719242902208
0.02,2527,4343,3018,4759,3670,4892,0.4982255520504732,0.856269716088328,0.5950315457413249,0.938288643533123,0.7235804416403786,0.9645110410094637
0.03,1947,4115,2640,4699,3189,4853,0.38387223974763407,0.8113170347003155,0.5205047318611987,0.9264589905362776,0.6287460567823344,0.9568217665615142
0.04,1579,3921,2391,4645,2862,4826,0.31131703470031546,0.7730678233438486,0.47141167192429023,0.9158123028391167,0.5642744479495269,0.9514984227129337
0.05,1343,3746,2212,4588,2634,4796,0.2647870662460568,0.738564668769716,0.4361198738170347,0.9045741324921136,0.5193217665615142,0.945583596214511
0.06,1171,3596,2086,4544,2477,4766,0.23087539432176657,0.7089905362776026,0.4112776025236593,0.8958990536277602,0.48836750788643535,0.9396687697160884
0.07,1021,3429,1978,4491,2335,4733,0.201301261829653,0.676064668769716,0.38998422712933756,0.8854495268138801,0.46037066246056785,0.9331624605678234
0.08,894,3284,1876,4456,2203,4712,0.17626182965299683,0.6474763406940063,0.3698738170347003,0.8785488958990536,0.4343454258675079,0.9290220820189274
0.09,812,3176,1783,4418,2091,4683,0.16009463722397477,0.6261829652996845,0.3515378548895899,0.8710567823343849,0.4122634069400631,0.9233044164037855
0.1,732,3080,1715,4377,1999,4654,0.1443217665615142,0.6072555205047319,0.33813091482649843,0.8629731861198738,0.39412460567823343,0.9175867507886435
0.11,668,2982,1653,4329,1910,4619,0.13170347003154576,0.5879337539432177,0.3259069400630915,0.8535094637223974,0.37657728706624605,0.910686119873817
0.12,607,2850,1586,4279,1818,4573,0.11967665615141956,0.5619085173501577,0.31269716088328076,0.8436514195583596,0.3584384858044164,0.9016167192429022
0.13,566,2737,1551,4232,1769,4548,0.11159305993690852,0.5396293375394322,0.30579652996845424,0.8343848580441641,0.3487776025236593,0.8966876971608833
0.14,527,2659,1518,4190,1727,4518,0.103903785488959,0.5242507886435331,0.2992902208201893,0.8261041009463722,0.3404968454258675,0.8907728706624606
0.15,490,2574,1474,4139,1672,4485,0.09660883280757097,0.5074921135646687,0.290615141955836,0.8160488958990536,0.32965299684542587,0.8842665615141956
0.16,456,2495,1441,4097,1624,4456,0.08990536277602523,0.49191640378548895,0.284108832807571,0.8077681388012619,0.32018927444794953,0.8785488958990536
0.17,436,2422,1408,4060,1583,4427,0.0859621451104101,0.47752365930599366,0.277602523659306,0.8004731861198738,0.3121056782334385,0.8728312302839116
0.18,412,2351,1378,4017,1546,4399,0.08123028391167192,0.46352523659305994,0.27168769716088326,0.7919952681388013,0.30481072555205047,0.8673107255520505
0.19,392,2293,1353,3985,1516,4375,0.07728706624605679,0.45208990536277605,0.26675867507886436,0.785686119873817,0.29889589905362773,0.8625788643533123
0.2,376,2234,1323,3958,1486,4350,0.07413249211356467,0.44045741324921134,0.26084384858044163,0.7803627760252366,0.29298107255520506,0.8576498422712934
