,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
1,3362.0,192.0,115.0,1382.0,0.9392199564442685,0.8780177890724269,0.9231796927187709,3554.0,1497.0,3477.0,1574.0,0.9231796927187709,0.05402363534046145,0.9459763646595385,0.07682030728122913,0 days 00:00:00.040275,0 days 00:01:34.941104,0 days 00:00:00.018796
