,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate
1,3450.0,104.0,2.0,1495.0,0.979014056622451,0.9349593495934959,0.9986639946559787,3554.0,1497.0,3452.0,1599.0,0.9986639946559787,0.029262802476083285,0.9707371975239167,0.0013360053440213762
