,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
1,3375.0,179.0,324.0,1173.0,0.9004157592555929,0.867603550295858,0.7835671342685371,3554.0,1497.0,3699.0,1352.0,0.7835671342685371,0.050365785030951044,0.949634214969049,0.21643286573146292,0 days 00:00:00.041743,0 days 00:01:35.046564,0 days 00:00:00.018817
