,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
1,3452.0,102.0,939.0,558.0,0.7939021975846368,0.8454545454545455,0.3727454909819639,3554.0,1497.0,4391.0,660.0,0.3727454909819639,0.028700056274620148,0.9712999437253799,0.627254509018036,0 days 00:00:00.012786,0 days 00:00:27.658800,0 days 00:00:00.005476
