,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
1,3382.0,172.0,384.0,1113.0,0.8899227875668184,0.866147859922179,0.7434869739478958,3554.0,1497.0,3766.0,1285.0,0.7434869739478958,0.04839617332583005,0.95160382667417,0.2565130260521042,0 days 00:00:00.052702,0 days 00:01:37.182602,0 days 00:00:00.019240
