,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate
1,3452.0,102.0,1384.0,113.0,0.7058008315185111,0.5255813953488372,0.07548430193720775,3554.0,1497.0,4836.0,215.0,0.07548430193720775,0.028700056274620148,0.9712999437253799,0.9245156980627922
